movie_name,genre,genre_count,is_sequel,is_adaptation,is_franchise,rating,runtime_minutes,director_has_hit,star_power,budget_tier,is_domestic,distributor,release_year,release_month,release_week,release_season,holiday_type,holiday_week,competition_index,is_covid_period,total_audience,log_total_audience
Tomris,"Dram, Tarihi",2,0,1,0,0,148.0,1,0,1,0,CGV Mars,2021,9,35,Fall,none,0,13,0,20427,9.924612834151077
Sen Ben Lenin,Dram,1,0,0,0,0,82.0,0,2,1,1,CGV Mars,2021,11,47,Fall,none,0,21,0,20125,9.909718102286764
Cin Çarpılması,Korku,1,0,0,0,3,70.0,0,0,0,1,CGV Mars,2021,11,45,Fall,none,0,21,0,20035,9.905236023070245
Pişiriciler,"Komedi, Animasyon, Aile",3,0,0,0,0,78.0,0,0,0,0,Bir Film,2021,11,46,Fall,none,0,21,0,21526,9.977016785824244
Dünyanın En Kötü İnsanı,"Komedi, Dram",2,0,0,0,4,127.0,1,2,1,0,Başka S.,2021,11,46,Fall,none,0,21,0,34812,10.457717433909403
My Hero Academia The Movie: World Heroes' Mission,"Macera, Animasyon, Aksiyon",3,0,1,1,3,101.0,1,2,2,0,CGV Mars,2021,11,47,Fall,none,0,21,0,19030,9.853771960290196
Hanzap,Korku,1,0,0,0,0,83.0,0,0,0,1,CJ ENM,2021,8,32,Summer,none,0,15,0,16955,9.73831805455974
Ecinni 3: Issız Çığlık,"Korku, Dram, Gizem",3,1,0,1,3,93.0,1,1,0,1,Bir Film,2021,11,46,Fall,none,0,21,0,16430,9.706864211031316
Zoraki Misafir,Komedi,1,0,0,0,0,125.0,0,1,1,1,CGV Mars,2021,10,43,Fall,29_ekim,1,18,0,16307,9.699349742461278
Hakikat Şeyh Bedreddin,"Dram, Tarihi",2,0,1,0,3,99.0,0,2,1,1,CJ ENM,2021,10,40,Fall,none,0,18,0,16546,9.713899659750128
Gerçek Cinler,Korku,1,0,0,0,0,75.0,0,0,0,1,CGV Mars,2021,8,32,Summer,none,0,15,0,15864,9.671807670199632
Süper Köpek ve Turbo Kedi,Animasyon,1,0,0,0,0,90.0,1,1,2,0,CJ ENM,2021,10,39,Fall,none,0,18,0,16528,9.71281119135942
Son Düello,Dram,1,0,1,0,0,152.0,1,3,3,0,UIP,2021,10,41,Fall,none,0,18,0,14339,9.57073837671504
Amacı Olmayan Grup,"Komedi, Gençlik",2,0,0,0,0,90.0,0,1,0,1,CJ ENM,2021,9,37,Fall,none,0,13,0,13744,9.528357644224036
Düşkapanı,"Korku, Gerilim",2,0,0,0,0,90.0,0,0,0,0,CJ ENM,2021,7,30,Summer,none,0,17,0,13497,9.510222717509285
Azap,"Korku, Dram, Gizem",3,0,0,0,3,89.0,0,0,0,0,Bir Film,2021,7,26,Summer,none,0,17,0,13077,9.478610240906502
Ehrimen: Kanlı Yol,Korku,1,0,0,0,0,93.0,0,0,0,1,TME,2021,7,26,Summer,none,0,17,0,12872,9.46280968867222
Körkütük,Dram,1,0,0,0,0,115.0,0,1,1,0,CJ ENM,2021,8,33,Summer,none,0,15,0,12513,9.434523382865056
Karanlık Şehir Hikayeleri: Kilit,"Aksiyon, Gizem, Polisiye",3,0,0,0,3,111.0,0,1,0,1,CGV Mars,2021,8,34,Summer,30_agustos,1,15,0,11778,9.373988663504516
Şeflerin Şefi,Komedi,1,0,0,0,0,108.0,0,1,1,1,CGV Mars,2021,8,33,Summer,none,0,15,0,11238,9.327056171672144
Grev,"Dram, Tarihi",2,0,0,0,0,120.0,0,1,0,0,TME,2021,10,43,Fall,29_ekim,1,18,0,10920,9.298351249298896
Boynuzlar,"Korku, Gizem",2,0,0,0,4,99.0,0,1,1,0,UIP,2021,10,43,Fall,29_ekim,1,18,0,10315,9.241354425505351
Bayram Şekeri,Dram,1,0,0,0,0,119.0,0,1,0,1,CJ ENM,2021,12,49,Winter,none,0,10,0,13270,9.493261127326251
Lanetli Anlaşma,Korku,1,0,0,0,0,74.0,0,0,0,1,CJ ENM,2021,7,29,Summer,kurban_bayrami,1,17,0,9407,9.149209371971953
Düşler Ülkesi,Animasyon,1,0,0,0,0,70.0,0,0,0,0,CJ ENM,2021,7,27,Summer,none,0,17,0,9167,9.123365357961776
Aşk Yolunda,Romantik-Komedi,1,0,0,0,0,99.0,0,1,1,1,CGV Mars,2021,11,46,Fall,none,0,21,0,9010,9.106090350602384
Kurye,"Gerilim, Gizem",2,0,1,0,3,111.0,0,3,2,0,Bir Film,2021,10,40,Fall,none,0,18,0,8606,9.060214913398545
Kitab-ı Cin,"Korku, Fantastik",2,0,0,0,0,89.0,0,0,0,1,TME,2021,10,39,Fall,none,0,18,0,8578,9.056956065076823
Yeşil Şövalye,"Fantastik, Dram, Romantik",3,0,1,0,0,125.0,1,2,1,0,ChF,2021,8,31,Summer,none,0,15,0,8959,9.100413892597578
Kolej Rüyası: Lise Günlükleri,"Komedi, Gençlik",2,0,0,0,0,80.0,0,1,1,1,CJ ENM,2021,9,38,Fall,none,0,13,0,7932,8.978660489639687
Defin-Ecin Zulman,Korku,1,0,0,0,0,88.0,0,0,0,1,CGV Mars,2021,10,40,Fall,none,0,18,0,7912,8.976135873302548
Benim Ölümüm,Korku,1,0,0,0,4,94.0,0,0,0,0,CJ ENM,2021,10,43,Fall,29_ekim,1,18,0,7759,8.95660873889395
Koruyucu,"Gerilim, Dram, Aksiyon",3,0,0,0,3,90.0,0,1,1,0,CJ ENM,2021,11,44,Fall,none,0,21,0,7599,8.935771938669784
Cühenna,Korku,1,0,0,0,3,84.0,0,0,0,1,TME,2021,11,44,Fall,none,0,21,0,7427,8.912877287669296
Azra,"Korku, Gerilim",2,0,0,0,0,82.0,0,0,0,1,CJ ENM,2021,11,47,Fall,none,0,21,0,7292,8.894533135798554
Bergen,"Dram, Biyografi",2,0,1,0,0,140.0,1,3,1,1,CJ ENM,2022,3,9,Spring,none,0,9,0,5486175,15.517741849351152
Kesişme - İyi ki Varsın Eren,"Dram, Biyografi",2,0,1,0,0,120.0,0,2,1,1,CGV Mars,2022,1,52,Winter,yilbasi,1,10,0,2328284,14.660642073520057
Doktor Strange Çoklu Evren Çılgınlığında,"Macera, Fantastik, Aksiyon, 3 Boyutlu, IMAX",5,0,1,1,3,126.0,1,3,4,0,UIP,2022,5,18,Spring,none,0,5,0,1563041,14.262143840665455
Avatar: Suyun Yolu,"Macera, Fantastik, Aksiyon, 3 Boyutlu, IMAX",5,0,0,1,3,190.0,1,3,4,0,UIP,2022,12,50,Winter,none,0,6,0,2689945,14.805031305272344
Thor: Aşk ve Gök Gürültüsü,"Macera, Fantastik, Aksiyon",3,0,1,1,3,119.0,1,3,4,0,UIP,2022,7,27,Summer,kurban_bayrami,1,3,0,1229668,14.022254772214804
Minyonlar 2: Gru'nun Yükselişi,"Macera, Animasyon, 3 Boyutlu",3,1,0,1,0,87.0,1,3,3,0,UIP,2022,7,26,Summer,none,0,3,0,1194447,13.993193874734322
Aslan Hürkuş Kayıp Elmas,Animasyon,1,0,0,1,0,93.0,1,1,1,1,CGV Mars,2022,1,1,Winter,yilbasi,1,10,0,1167455,13.970336723885138
The Batman,"Dram, Suç, Aksiyon, IMAX",4,0,1,1,3,176.0,1,3,4,0,WB,2022,3,9,Spring,none,0,9,0,1081473,13.893834558737677
Aslan Hürkuş Görevimiz Gökbey,Animasyon,1,0,0,1,0,94.0,1,1,1,1,CGV Mars,2022,10,42,Fall,none,0,10,0,908441,13.719485222497088
Çakallarla Dans 6,"Komedi, Aksiyon",2,1,0,1,3,120.0,1,3,1,1,CJ ENM,2022,12,48,Winter,none,0,6,0,871764,13.678274024059071
Kirpi Sonic 2,"Macera, Komedi, Aksiyon",3,1,1,1,0,122.0,1,3,3,0,UIP,2022,4,14,Spring,none,0,11,0,686557,13.439444530604993
Dilberay,"Dram, Biyografi",2,0,1,0,3,129.0,1,2,1,1,CJ ENM,2022,2,5,Winter,none,0,8,0,686495,13.439354220842445
Black Adam,"Bilim-Kurgu, Aksiyon, IMAX",3,0,1,1,0,125.0,1,3,4,0,WB,2022,10,42,Fall,none,0,10,0,527329,13.175579921161592
Tay,Animasyon,1,0,0,0,0,83.0,0,1,1,1,CJ ENM,2022,9,38,Fall,none,0,6,0,540232,13.199753955905702
Kırmızı,"Animasyon, 3 Boyutlu",2,0,0,0,0,100.0,0,0,0,0,UIP,2022,3,10,Spring,none,0,9,0,503475,13.12928933747506
Top Gun: Maverick,"Dram, Aksiyon",2,0,0,1,0,131.0,1,3,4,0,UIP,2022,5,21,Spring,none,0,5,0,498395,13.11914821430233
Black Panther: Yaşasın Wakanda,"Macera, Aksiyon",2,0,1,1,3,161.0,1,3,4,0,UIP,2022,11,45,Fall,none,0,12,0,488228,13.098537788839977
Jurassic World: Hâkimiyet,"Macera, Bilim-Kurgu, Aksiyon",3,0,1,1,3,147.0,1,3,4,0,UIP,2022,6,23,Summer,none,0,4,0,483842,13.08951368612259
Uncharted,"Macera, Aksiyon",2,0,1,1,0,116.0,1,3,3,0,WB,2022,2,6,Winter,none,0,8,0,447171,13.010696350777552
Fantastik Canavarlar: Dumbledore'un Sırları,"Macera, Aile, Fantastik, IMAX",4,0,1,1,3,135.0,1,3,4,0,WB,2022,4,15,Spring,none,0,11,0,434214,12.981292779112424
Müjdemi İsterim,Komedi,1,0,0,0,0,103.0,1,2,1,1,UIP,2022,11,46,Fall,none,0,12,0,439991,12.994509551139792
Adanış Kutsal Kavga,"Dram, Aksiyon",2,0,0,0,0,121.0,1,2,1,1,CGV Mars,2022,3,10,Spring,none,0,9,0,410373,12.92482178120079
Kaptan Pengu ve Arkadaşları 2,Animasyon,1,1,0,0,0,72.0,1,0,1,1,CJ ENM,2022,1,4,Winter,none,0,10,0,390773,12.8758821077159
"Barış Akarsu ""Merhaba""","Dram, Biyografi",2,0,1,0,0,115.0,0,1,1,1,CJ ENM,2022,11,46,Fall,none,0,12,0,367006,12.81313347567691
Benden Ne Olur?,Romantik-Komedi,1,0,1,0,0,114.0,0,2,1,1,CJ ENM,2022,1,2,Winter,none,0,10,0,360863,12.7962536639011
Şarkını Söyle 2,"Komedi, Animasyon, 3 Boyutlu",3,1,0,0,0,112.0,1,3,3,0,UIP,2022,1,3,Winter,none,0,10,0,338972,12.733672787081154
Doru Macera Ormanı,Animasyon,1,0,0,0,0,71.0,1,0,1,1,CGV Mars,2022,4,13,Spring,none,0,11,0,319781,12.675391665484437
Müstakbel Damat,Komedi,1,0,0,0,0,105.0,1,2,1,1,CJ ENM,2022,11,45,Fall,none,0,12,0,309397,12.642380520887928
Nasreddin Hoca Zaman Yolcusu,Animasyon,1,0,1,0,0,76.0,1,0,1,1,CJ ENM,2022,12,49,Winter,none,0,6,0,364154,12.805332134070149
Suikast Treni,"Gerilim, Aksiyon",2,0,1,0,0,127.0,1,3,3,0,WB,2022,8,31,Summer,none,0,4,0,275444,12.526139620125956
Karlar Kraliçesi ve Prenses,Animasyon,1,0,1,0,0,80.0,1,0,1,0,CJ ENM,2022,11,45,Fall,none,0,12,0,251201,12.434008694459976
Kim Bu Aile?,"Komedi, Aile, Aksiyon",3,0,1,0,3,124.0,1,2,1,1,CJ ENM,2022,10,40,Fall,none,0,10,0,217893,12.291759395588794
Morbius,"Macera, Dram, Aksiyon, 3 Boyutlu",4,0,1,1,0,106.0,1,2,3,0,WB,2022,4,13,Spring,none,0,11,0,208718,12.248739337549292
Kurak Günler,Dram,1,0,0,0,0,129.0,1,2,0,1,Bir Film,2022,12,49,Winter,none,0,6,0,253958,12.44492417799743
Malazgirt 1071,"Tarihi, Savaş, Aksiyon",3,1,1,0,0,130.0,0,1,1,1,CGV Mars,2022,2,6,Winter,none,0,8,0,197175,12.191846938266192
Çığlık,"Korku, Gerilim, Gizem",3,0,0,1,4,114.0,1,2,2,0,UIP,2022,1,2,Winter,none,0,10,0,193785,12.174504576062512
Buğday Tanesi,Dram,1,0,1,0,0,120.0,0,1,0,1,CJ ENM,2022,12,48,Winter,none,0,6,0,235828,12.37085800473471
Kim Demiş Kötüyüz Diye?,"Animasyon, 3 Boyutlu",2,0,1,0,0,100.0,0,2,3,0,UIP,2022,4,17,Spring,1_mayis,1,11,0,183709,12.121108262926349
DC Süper Evciller Takımı,"Macera, Animasyon, Fantastik",3,0,1,1,0,106.0,1,3,3,0,WB,2022,7,30,Summer,none,0,3,0,179278,12.096692952678536
Moonfall,"Macera, Fantastik, Aksiyon, IMAX",4,0,0,0,0,120.0,1,2,3,0,CJ ENM,2022,2,5,Winter,none,0,8,0,162340,11.997448180315168
Yunus Çocuk,"Animasyon, Aile",2,0,0,0,0,85.0,0,0,1,0,CGV Mars,2022,12,48,Winter,none,0,6,0,175110,12.073169626865946
Mutlu Oyuncak Dükkanı,Animasyon,1,0,0,0,0,80.0,0,0,0,1,CJ ENM,2022,6,23,Summer,none,0,4,0,157009,11.964058407528205
Afacanlar: İş Başa Düştü,"Komedi, Aile",2,0,0,0,0,84.0,0,0,0,1,CGV Mars,2022,2,5,Winter,none,0,8,0,151693,11.92961402056729
Bandırma Füze Kulübü,Dram,1,0,1,0,0,112.0,0,1,1,1,CGV Mars,2022,10,42,Fall,none,0,10,0,154773,11.94971480632042
Anka,"Dram, Aksiyon",2,0,0,0,3,130.0,0,1,1,1,CGV Mars,2022,1,4,Winter,none,0,10,0,131350,11.785620795113688
Mahlûkat,Korku,1,0,0,0,0,93.0,0,0,0,1,CGV Mars,2022,2,7,Winter,none,0,8,0,128679,11.765076210107347
Sevmedim Deme,"Dram, Biyografi",2,0,0,0,0,130.0,0,1,0,1,CJ ENM,2022,10,41,Fall,none,0,10,0,124486,11.73194853876475
Hazine Avcısının Maceraları ve Zümrüt Tablet,Animasyon,1,0,0,0,0,90.0,0,0,0,0,UIP,2022,9,35,Fall,30_agustos,1,6,0,122648,11.71707374299029
Aya Sihirli Yolculuk,"Macera, Animasyon, Aile",3,0,0,0,0,84.0,0,0,1,0,Bir Film,2022,10,43,Fall,29_ekim,1,10,0,133575,11.802418396825972
Hep Yek 5: Bizim Şeyimiz mi Altan,Komedi,1,1,0,0,0,98.0,1,1,0,1,TME,2022,11,44,Fall,none,0,12,0,113014,11.635266983825584
Gülümse,Korku,1,0,0,0,4,115.0,0,1,0,0,UIP,2022,9,39,Fall,none,0,6,0,100755,11.520447106369074
Mutlu Canavar Ailesi 2,"Macera, Komedi, Animasyon",3,1,1,0,0,103.0,1,0,1,0,TME,2022,2,8,Winter,none,0,8,0,98956,11.502430585877576
Zebun,Korku,1,0,0,0,0,93.0,0,0,0,1,CJ ENM,2022,4,17,Spring,1_mayis,1,11,0,90099,11.408664344755705
Kendinden Kaçak,Komedi,1,0,0,0,0,88.0,0,1,0,1,CGV Mars,2022,4,14,Spring,none,0,11,0,85935,11.361346475510787
Orman Vatandır - Çanakkale Ruhu,Belgesel,1,0,1,0,0,70.0,0,0,0,1,TME,2022,3,11,Spring,none,0,9,0,82481,11.320323242768652
Masal Şatosu: Gizemli Misafir,"Aile, Fantastik",2,0,0,0,0,105.0,0,0,0,1,CJ ENM,2022,8,32,Summer,none,0,4,0,78830,11.275048914053954
Siyah Telefon,Korku,1,0,1,0,0,102.0,1,2,2,0,UIP,2022,6,25,Summer,none,0,4,0,76110,11.239934941261437
Hopper ve Çılgın Çetesi: Büyük Macera,"Macera, Komedi, Animasyon",3,0,1,0,0,91.0,1,0,1,0,CGV Mars,2022,5,21,Spring,none,0,5,0,75345,11.229832844852254
Sil Baştan Kaynanam,Komedi,1,0,0,0,3,119.0,0,1,0,1,CGV Mars,2022,12,49,Winter,none,0,6,0,77519,11.258278346584644
Cesur İtfaiyeci,"Macera, Komedi, Animasyon",3,0,0,0,0,92.0,1,0,1,0,CJ ENM,2022,4,16,Spring,23_nisan,1,11,0,68826,11.139336859509324
Zir-i Cin,"Korku, Gerilim",2,0,0,0,3,74.0,0,0,0,1,CJ ENM,2022,7,26,Summer,none,0,3,0,68201,11.130214506480655
Ejderham ve Ben,"Macera, Animasyon, Aile, 3 Boyutlu",4,0,1,0,0,91.0,1,1,1,0,CJ ENM,2022,5,19,Spring,none,0,5,0,68200,11.130199843831551
Jujutsu Kaisen 0: The Movie,"Animasyon, Fantastik, Aksiyon",3,1,1,1,0,112.0,1,1,1,0,CGV Mars,2022,5,19,Spring,none,0,5,0,65710,11.093006399891914
Efsane Takım: Bilim Kahramanları,Animasyon,1,0,0,0,0,87.0,0,0,0,1,TME,2022,10,40,Fall,none,0,10,0,65406,11.088369276356412
Tamirhane,Komedi,1,0,0,0,3,113.0,0,2,1,1,CGV Mars,2022,11,45,Fall,none,0,12,0,60413,11.008959592551948
Neşeli Kanatlar: Büyük Göç,Animasyon,1,0,0,0,0,90.0,0,0,0,0,CJ ENM,2022,3,11,Spring,none,0,9,0,59831,10.999279200267464
Olmadı Kaçarız,Komedi,1,0,0,0,0,105.0,0,1,0,1,CGV Mars,2022,2,7,Winter,none,0,8,0,58359,10.974368867465929
Elvis,"Dram, Biyografi, Müzik",3,0,1,0,3,159.0,1,3,3,0,WB,2022,6,25,Summer,none,0,4,0,58252,10.972533705602473
Asi Prenses,"Macera, Animasyon, Fantastik",3,0,0,0,0,89.0,1,1,1,0,Bir Film,2022,6,24,Summer,none,0,4,0,57591,10.96112158447568
The King's Man: Başlangıç,"Macera, Komedi, Aksiyon",3,0,1,1,0,131.0,1,2,3,0,UIP,2022,1,1,Winter,yilbasi,1,10,0,56639,10.944453072844512
Kayıp Şehir,"Romantik-Komedi, Aksiyon",2,0,0,0,0,92.0,0,1,0,0,UIP,2022,3,12,Spring,none,0,9,0,56334,10.939053539486602
Ayı Kardeşler: Macera Parkı,Animasyon,1,0,0,0,0,87.0,0,0,0,0,Bir Film,2022,1,4,Winter,none,0,10,0,56195,10.936583063952368
Mahalleden Arkadaşlar,Komedi,1,0,0,0,0,91.0,0,1,0,1,CGV Mars,2022,11,44,Fall,none,0,12,0,54731,10.91018555548575
Cennete Bilet,Romantik-Komedi,1,0,0,0,0,104.0,0,2,1,0,UIP,2022,9,37,Fall,none,0,6,0,53835,10.893679092249815
The Menu,"Korku, Komedi",2,0,0,0,0,107.0,0,3,2,0,UIP,2022,11,46,Fall,none,0,12,0,54536,10.90661631304262
Kurtuluş Hattı,"Dram, Tarihi, Savaş",3,0,0,0,0,114.0,0,1,0,1,CGV Mars,2022,5,19,Spring,none,0,5,0,52442,10.867463075975694
İlk Seans: NMSM,"Korku, Gerilim",2,0,0,0,4,106.0,0,0,0,1,CJ ENM,2022,3,10,Spring,none,0,9,0,52098,10.8608818392887
Karlar Kralı Norm 2,Animasyon,1,1,0,1,0,90.0,0,1,1,0,CJ ENM,2022,1,2,Winter,none,0,10,0,51953,10.858094742694488
Kuzeyli,"Macera, Dram, Aksiyon",3,0,1,0,4,140.0,0,3,3,0,UIP,2022,4,16,Spring,23_nisan,1,11,0,51920,10.857459351377972
Hazine,"Macera, Komedi, Aksiyon",3,0,0,0,0,108.0,0,2,1,1,UIP,2022,11,44,Fall,none,0,12,0,49826,10.81629221512545
"Tim, Tim, Timsah","Macera, Animasyon",2,0,1,0,0,106.0,0,2,2,0,TME,2022,11,46,Fall,none,0,12,0,49090,10.801410627052098
Düşler Fabrikası,"Macera, Komedi, Animasyon",3,0,0,0,0,76.0,0,1,0,0,CJ ENM,2022,4,14,Spring,none,0,11,0,47231,10.762805735649293
Amsterdam,"Dram, Tarihi",2,0,0,0,3,135.0,1,3,3,0,UIP,2022,10,40,Fall,none,0,10,0,46503,10.747272105623404
Niloya,Animasyon,1,0,1,1,0,71.0,0,0,0,1,CGV Mars,2022,11,45,Fall,none,0,12,0,46208,10.740908222252498
Tam Kafadan Karavana,Komedi,1,0,0,0,0,111.0,0,1,0,1,CJ ENM,2022,4,17,Spring,1_mayis,1,11,0,44267,10.697994757448493
Nil'de Ölüm,"Gerilim, Dram, Suç",3,0,1,1,3,126.0,1,2,3,0,UIP,2022,2,6,Winter,none,0,8,0,43585,10.682468333445676
Dert Etme Sevgilim,"Korku, Gerilim",2,0,0,0,0,123.0,0,1,0,0,WB,2022,9,38,Fall,none,0,6,0,43269,10.67519172225162
Ambulans,"Gerilim, Dram, Aksiyon",3,0,1,0,0,136.0,1,2,2,0,UIP,2022,3,11,Spring,none,0,9,0,42560,10.658670124015526
Kocaayak ve Ailesi,"Macera, Animasyon, Aile",3,0,0,1,0,89.0,0,0,2,0,Özen,2022,3,12,Spring,none,0,9,0,43664,10.68427924294812
Cadılar Bayramı Sona Eriyor,Korku,1,0,0,1,4,111.0,1,2,2,0,UIP,2022,10,41,Fall,none,0,10,0,42146,10.64889505975716
Hayır,Korku,1,0,0,0,0,130.0,1,2,3,0,UIP,2022,8,33,Summer,none,0,4,0,41877,10.642492029180868
"Masal Zamanı ""Melez Prenses""","Komedi, Aile, Fantastik",3,0,0,0,0,92.0,0,0,0,1,CGV Mars,2022,1,3,Winter,none,0,10,0,40555,10.610414356504446
Şeytan Kapanı,"Korku, Gerilim",2,0,0,0,0,93.0,0,0,0,0,CJ ENM,2022,10,43,Fall,29_ekim,1,10,0,40541,10.610069086697326
Laal Singh Chaddha,"Komedi, Dram, Savaş",3,0,1,0,0,158.0,0,3,2,0,UIP,2022,8,32,Summer,none,0,4,0,39578,10.586028687308849
Her Şey Her Yerde Aynı Anda,"Macera, Komedi, Bilim-Kurgu, Fantastik, Aksiyon",5,0,0,0,3,139.0,0,3,1,0,Bir Film,2022,4,14,Spring,none,0,11,0,39153,10.575232326835636
Üç Bin Yıllık Bekleyiş,"Fantastik, Dram, Romantik",3,0,1,0,3,108.0,1,2,3,0,TME,2022,9,37,Fall,none,0,6,0,38652,10.5623537991192
Evdeki Düşman: Başlangıç,"Korku, Gerilim",2,0,0,1,0,98.0,0,1,1,0,CJ ENM,2022,9,36,Fall,none,0,6,0,36740,10.511621358769116
Komutan,"Dram, Aksiyon",2,0,0,0,3,90.0,0,2,1,1,CGV Mars,2022,10,40,Fall,none,0,10,0,35773,10.484948697900348
Alem-i Cin 3: Salgın,Korku,1,1,0,1,4,81.0,0,0,0,1,CJ ENM,2022,8,34,Summer,none,0,4,0,34499,10.448685617092115
Kendi Yolumda,"Komedi, Dram",2,0,0,0,0,119.0,1,2,1,1,CGV Mars,2022,11,47,Fall,none,0,12,0,34597,10.45152225208439
Rafadan Tayfa Galaktik Tayfa,Animasyon,1,0,1,1,0,86.0,1,1,1,1,CGV Mars,2023,1,1,Winter,yilbasi,1,12,0,2853070,14.863906165471231
Oppenheimer,"Dram, Tarihi, Biyografi, IMAX",4,0,1,0,3,180.0,1,3,3,0,UIP,2023,7,29,Summer,none,0,5,0,1727427,14.3621435761334
Atatürk 1881 - 1919 (1. Film),"Dram, Tarihi, Biyografi",3,0,1,1,0,132.0,1,3,1,1,CJ ENM,2023,11,44,Fall,none,0,9,0,1626703,14.302065824977348
Hızlı ve Öfkeli 10,"Macera, Suç, Aksiyon, 3 Boyutlu, IMAX",5,1,0,1,3,140.0,1,3,4,0,UIP,2023,5,20,Spring,19_mayis,1,4,0,1577519,14.271363917698984
Ölümlü Dünya 2,Komedi,1,1,0,1,3,116.0,1,3,1,1,CJ ENM,2023,12,48,Winter,none,0,8,0,1656485,14.320208445444145
Barbie,"Macera, Komedi, Fantastik",3,0,1,1,3,114.0,1,3,3,0,TME,2023,7,29,Summer,none,0,5,0,1399448,14.151588431120151
Kutsal Damacana 4,Komedi,1,1,0,1,3,95.0,0,2,1,1,CJ ENM,2023,1,3,Winter,none,0,12,0,1147111,13.952757165622735
John Wick 4,"Gerilim, Suç, Aksiyon",3,1,0,1,0,169.0,1,3,3,0,CJ ENM,2023,3,12,Spring,none,0,7,0,1050239,13.86452831528004
Çizmeli Kedi: Son Dilek,"Macera, Komedi, Animasyon",3,0,0,1,0,100.0,1,3,3,0,UIP,2023,1,4,Winter,none,0,12,0,816621,13.612930373921962
İllegal Hayatlar,Komedi,1,0,0,0,0,105.0,0,2,0,1,CJ ENM,2023,1,2,Winter,none,0,12,0,677306,13.425878443867433
Örümcek-Adam: Örümcek Evrenine Geçiş,"Macera, Animasyon, Aksiyon",3,0,1,1,0,140.0,1,3,3,0,TME,2023,6,22,Summer,none,0,6,0,566634,13.247468871637857
Aslan Hürkuş 3: Anka Adası,Animasyon,1,1,0,1,0,90.0,0,0,0,1,A90,2023,11,45,Fall,none,0,9,0,559570,13.234923910615182
Süper Mario Kardeşler Filmi,"Macera, Animasyon, 3 Boyutlu",3,0,1,1,0,92.0,0,3,3,0,UIP,2023,4,15,Spring,none,0,7,0,541660,13.202393777309815
Meg 2: Çukur,"Korku, Gerilim, Aksiyon",3,1,1,1,3,116.0,0,3,3,0,TME,2023,8,31,Summer,none,0,4,0,475593,13.072317725439818
Çok Aşk,"Komedi, Romantik",2,0,0,0,3,101.0,0,2,1,1,UIP,2023,10,43,Fall,29_ekim,1,10,0,380433,12.849065356679384
Kuru Otlar Üstüne,Dram,1,0,0,0,3,197.0,1,2,1,1,Bir Film,2023,9,39,Fall,none,0,8,0,342224,12.74322077240524
Transformers: Canavarların Yükselişi,"Macera, Bilim-Kurgu, Aksiyon",3,0,1,1,0,127.0,1,2,4,0,UIP,2023,6,23,Summer,none,0,6,0,322916,12.685147506463323
Elemental: Doğanın Güçleri,"Macera, Komedi, Animasyon",3,0,0,0,0,101.0,0,1,4,0,UIP,2023,6,24,Summer,none,0,6,0,321243,12.679953125070895
Nefes - Yer Eksi İki,"Dram, Savaş, Aksiyon",3,0,0,0,0,123.0,0,2,1,1,CJ ENM,2023,12,50,Winter,none,0,8,0,510659,13.143457327447036
Murat Göğebakan: Kalbim Yaralı,"Dram, Biyografi",2,0,1,0,0,122.0,0,1,1,1,TME,2023,12,49,Winter,none,0,8,0,352942,12.774059016466724
Galaksinin Koruyucuları 3,"Macera, Komedi, Aksiyon, 3 Boyutlu, IMAX",5,1,1,1,3,149.0,1,3,4,0,UIP,2023,5,18,Spring,none,0,4,0,304423,12.62617346059096
Mission: Impossible - Ölümcül Hesaplaşma Birinci Bölüm,"Macera, Aksiyon, IMAX",3,1,0,1,0,163.0,1,3,4,0,UIP,2023,7,28,Summer,15_temmuz,1,5,0,295068,12.594961117233536
Elif ve Arkadaşları Kapadokya,Animasyon,1,0,1,1,0,75.0,0,0,0,1,CGV Mars,2023,4,17,Spring,1_mayis,1,7,0,289822,12.577022220411106
Ant-Man ve Wasp: Quantumania,"Macera, Komedi, Aksiyon",3,0,1,1,3,125.0,1,3,4,0,UIP,2023,2,8,Winter,none,0,8,0,283573,12.555224864594472
İbi: Doğu Ekspresi'nin Gizemi,Animasyon,1,0,1,1,0,78.0,0,0,0,1,CJ ENM,2023,10,42,Fall,none,0,10,0,267334,12.49625409194302
Nasreddin Hoca 2: Dinozorlar Çağı,Animasyon,1,1,1,1,0,76.0,0,0,1,1,CJ ENM,2023,12,48,Winter,none,0,8,0,270816,12.509194902469831
Napolyon,"Dram, Tarihi, Biyografi, Aksiyon",4,0,1,0,0,158.0,1,3,4,0,TME,2023,11,47,Fall,none,0,9,0,227734,12.335933560184571
Kaptan Pengu ve Arkadaşları 3: Buz Mandası Efsanesi,Animasyon,1,1,1,1,0,81.0,0,0,1,1,CJ ENM,2023,7,27,Summer,none,0,5,0,217659,12.29068489691808
Freddy'nin Pizza Dükkanında Beş Gece,"Korku, Gerilim, Gizem",3,0,1,1,0,114.0,0,1,2,0,UIP,2023,11,44,Fall,none,0,9,0,216819,12.286818183083994
Çığlık 6,"Korku, Gerilim, Gizem",3,1,0,1,4,123.0,1,2,2,0,UIP,2023,3,10,Spring,none,0,7,0,204394,12.227804782673406
Açlık Oyunları: Kuşların ve Yılanların Şarkısı,"Macera, Dram, Aksiyon",3,0,1,1,0,157.0,1,2,3,0,A90,2023,11,46,Fall,none,0,9,0,203772,12.224757000734302
